Date,volume,high,low,adjclose,close,open,Row
06/06/2018 13:30:00,600700,101.589996338,100.040000916,100.650001526,100.650001526,100.699996948,282
16/05/2017 13:30:00,1175800,62.790000916,61.349998474,61.979999542,61.979999542,61.930000305,16
04/10/2017 13:30:00,397500,76.269996643,75.220001221,76.120002747,76.120002747,76.050003052,114
01/02/2019 14:30:00,1048000,130.539993286,126.319999695,130.429992676,130.429992676,128.059997559,447
03/07/2017 13:30:00,456900,61.790000916,60.430000305,61.159999847,61.159999847,61.630001068,49
26/07/2017 13:30:00,560100,65.440002441,64.680000305,64.980003357,64.980003357,65.099998474,65
31/07/2018 13:30:00,898600,104.540000916,100.800003052,103.069999695,103.069999695,102.470001221,320
06/11/2017 14:30:00,2618100,74.660003662,71.120002747,71.400001526,71.400001526,74.580001831,137
20/02/2018 14:30:00,1039500,83.569999695,80.980003357,82.660003662,82.660003662,81.029998779,208
23/10/2017 13:30:00,663300,79.75,78.849998474,79.150001526,79.150001526,79.680000305,127
09/04/2018 13:30:00,763900,79.639999390,77.760002136,77.819999695,77.819999695,78.639999390,241
03/01/2019 14:30:00,1016900,118.949996948,115.010002136,115.720001221,115.720001221,116.540000916,427
25/04/2017 13:30:00,777400,54.419998169,53.619998932,53.630001068,53.630001068,54.369998932,1
25/04/2018 13:30:00,907800,81.839996338,79.120002747,81.410003662,81.410003662,81.639999390,253
16/05/2018 13:30:00,969600,94,91.919998169,92.760002136,92.760002136,92.580001831,268
22/01/2019 14:30:00,1313600,123.730003357,118.839996338,119.860000610,119.860000610,122.440002441,439
15/05/2017 13:30:00,2588000,62.419998169,60.75,61.930000305,61.930000305,60.849998474,15
25/03/2019 13:30:00,1001800,127.879997253,124.300003052,126.160003662,126.160003662,126.900001526,482
26/06/2018 13:30:00,926200,96.949996948,93.690002441,96.349998474,96.349998474,93.720001221,296
03/07/2018 13:30:00,279600,101.519996643,99.739997864,99.940002441,99.940002441,100.599998474,301
28/09/2018 13:30:00,830700,114,111.199996948,111.739997864,111.739997864,113.139999390,362
29/06/2017 13:30:00,1220700,64.25,61.209999084,61.770000458,61.770000458,63.970001221,47
26/04/2018 13:30:00,715600,84.720001221,81.870002747,83.610000610,83.610000610,81.870002747,254
30/05/2018 13:30:00,814400,99.639999390,98.309997559,99.360000610,99.360000610,98.720001221,277
07/01/2019 14:30:00,1659500,128.169998169,123.599998474,123.970001221,123.970001221,125.330001831,429
18/09/2017 13:30:00,609500,76.180000305,75.209999084,75.970001221,75.970001221,75.209999084,102
01/03/2018 14:30:00,629000,82.699996948,80.620002747,81.480003357,81.480003357,81.959999084,215
27/02/2019 14:30:00,1008500,132.350006104,129.009994507,131.160003662,131.160003662,129.199996948,464
28/08/2018 13:30:00,746300,108.199996948,106.510002136,107.75,107.75,106.650001526,340
17/04/2019 13:30:00,1006100,125.099998474,120.690002441,121.309997559,121.309997559,124.839996338,499
08/03/2018 14:30:00,509200,86.319999695,84.540000916,85.730003357,85.730003357,84.540000916,220
21/11/2017 14:30:00,868200,70.830001831,69.550003052,69.680000305,69.680000305,70.190002441,148
29/01/2019 14:30:00,720500,127.279998779,123.849998474,124.660003662,124.660003662,126.519996643,444
15/06/2017 13:30:00,732900,62.150001526,60.75,61.799999237,61.799999237,61.229999542,37
26/01/2018 14:30:00,754100,77.099998474,75.290000916,76.819999695,76.819999695,75.660003662,192
16/08/2017 13:30:00,896500,71.480003357,70.129997253,70.819999695,70.819999695,70.430000305,80
11/01/2019 14:30:00,1099100,121.080001831,118.669998169,119.610000610,119.610000610,121,433
24/10/2017 13:30:00,321200,79.449996948,78.680000305,78.860000610,78.860000610,79.290000916,128
20/11/2018 14:30:00,1134000,106.949996948,99.529998779,104.879997253,104.879997253,100.319999695,399
29/05/2018 13:30:00,1134000,98.930000305,97.599998474,98,98,98.080001831,276
21/08/2017 13:30:00,630400,70.599998474,69.480003357,70.269996643,70.269996643,69.580001831,83
17/09/2018 13:30:00,815700,116.029998779,110.5,110.860000610,110.860000610,115.050003052,353
01/05/2018 13:30:00,1181400,85.610000610,84.25,84.779998779,84.779998779,84.790000916,257
11/07/2017 13:30:00,597500,63.110000610,61.810001373,62.919998169,62.919998169,62.279998779,54
03/10/2017 13:30:00,489900,76.5,75.139999390,75.980003357,75.980003357,75.449996948,113
06/11/2018 14:30:00,1728800,107.720001221,102.849998474,105.029998779,105.029998779,105.940002441,389
09/05/2018 13:30:00,1060100,95.470001221,92.809997559,95.209999084,95.209999084,93.279998779,263
22/09/2017 13:30:00,346300,75.889999390,74.919998169,75.580001831,75.580001831,75.319999695,106
11/02/2019 14:30:00,1902100,123.569999695,120.370002747,120.919998169,120.919998169,122.800003052,453
28/12/2017 14:30:00,361200,70.839996338,70.120002747,70.360000610,70.360000610,70.589996338,173
09/01/2019 14:30:00,1448600,125.389999390,122.639999390,122.910003662,122.910003662,124.709999084,431
30/10/2018 13:30:00,1125500,101.489997864,95.540000916,101.360000610,101.360000610,96.059997559,384
04/05/2017 13:30:00,5166300,63.340000153,57.650001526,58.049999237,58.049999237,61.889999390,8
05/07/2018 13:30:00,475000,101.180000305,99.800003052,101.069999695,101.069999695,100.900001526,302
19/01/2018 14:30:00,522100,74.129997253,72.980003357,73.949996948,73.949996948,73.139999390,187
04/05/2018 13:30:00,1544100,91.860000610,89.980003357,91,91,90.489997864,260
13/11/2018 14:30:00,965400,114.129997253,109.419998169,112.529998779,112.529998779,110.709999084,394
08/11/2017 14:30:00,1538000,71.389999390,69.75,71.25,71.25,70.099998474,139
15/11/2017 14:30:00,566100,72.949996948,70.069999695,70.349998474,70.349998474,70.889999390,144
28/06/2018 13:30:00,919900,97.650001526,93.709999084,97.339996338,97.339996338,93.75,298
12/12/2017 14:30:00,516900,71.599998474,70.419998169,70.669998169,70.669998169,71.160003662,162
31/05/2017 13:30:00,941500,63,61.689998627,62.009998322,62.009998322,62.680000305,26
22/12/2017 14:30:00,291900,70.620002747,69.830001831,70.190002441,70.190002441,70.620002747,170
18/01/2018 14:30:00,531700,74.150001526,72.739997864,73.040000916,73.040000916,73.940002441,186
08/12/2017 14:30:00,459400,72.610000610,71.5,71.589996338,71.589996338,72.279998779,160
28/02/2018 14:30:00,540100,83.120002747,81.349998474,81.669998169,81.669998169,82.25,214
09/11/2018 14:30:00,3137100,118.080001831,111.629997253,114.110000610,114.110000610,118.080001831,392
10/01/2019 14:30:00,1483200,123.739997864,120.800003052,121.699996948,121.699996948,121.629997253,432
27/08/2018 13:30:00,989100,108.889999390,105.610000610,106.480003357,106.480003357,108.339996338,339
07/09/2017 13:30:00,1138700,72.980003357,72.129997253,72.239997864,72.239997864,72.349998474,95
25/10/2018 13:30:00,855000,100.019996643,96.900001526,99.690002441,99.690002441,97.160003662,381
12/07/2017 13:30:00,691600,64.769996643,63.130001068,64.470001221,64.470001221,63.470001221,55
23/04/2019 13:48:17,123508,119.339996338,116.879997253,118.959999084,118.959999084,118.940002441,502
12/10/2018 13:30:00,793300,102.269996643,99.069999695,100.919998169,100.919998169,100.260002136,372
11/09/2017 13:30:00,1303900,75.410003662,73.419998169,74.800003052,74.800003052,73.419998169,97
08/10/2018 13:30:00,1307800,104.860000610,98.480003357,100.669998169,100.669998169,104.440002441,368
08/01/2019 14:30:00,1277800,126.989997864,121.900001526,123.989997864,123.989997864,125.860000610,430
22/03/2018 13:30:00,386100,84.389999390,82.519996643,82.800003052,82.800003052,83.129997253,230
18/01/2019 14:30:00,1258000,124.629997253,121.400001526,123.680000305,123.680000305,122.75,438
21/06/2018 13:30:00,659300,104.690002441,100.589996338,100.889999390,100.889999390,104.239997864,293
18/05/2017 13:30:00,986800,60.909999847,59.610000610,59.689998627,59.689998627,59.880001068,18
27/12/2017 14:30:00,326300,71.25,70.199996948,70.569999695,70.569999695,70.699996948,172
15/11/2018 14:30:00,716000,118.419998169,112.239997864,117.75,117.75,112.330001831,396
04/03/2019 14:30:00,2374500,133.860000610,123.849998474,125.180000305,125.180000305,133.050003052,467
14/12/2017 14:30:00,674400,70.569999695,69.309997559,69.389999390,69.389999390,70.309997559,164
17/01/2018 14:30:00,598800,74.260002136,72.430000305,74.069999695,74.069999695,73.199996948,185
01/05/2017 13:30:00,817500,54.240001678,53.5,54.110000610,54.110000610,53.75,5
19/09/2018 13:30:00,680900,113.879997253,109.569999695,111.160003662,111.160003662,113.580001831,355
09/04/2019 13:30:00,473200,124.75,122.440002441,123.239997864,123.239997864,122.440002441,493
27/06/2017 13:30:00,880100,66.5,64.459999084,64.470001221,64.470001221,65.75,45
03/04/2019 13:30:00,735400,131.990005493,129.410003662,129.919998169,129.919998169,130.350006104,489
31/01/2019 14:30:00,1991300,131.729995728,123.029998779,127.839996338,127.839996338,124.239997864,446
10/07/2018 13:30:00,367600,104.949996948,103.699996948,103.889999390,103.889999390,104.199996948,305
25/07/2017 13:30:00,576700,65.430000305,63.990001678,64.930000305,64.930000305,64.440002441,64
25/05/2017 13:30:00,3426500,66.860000610,61.770000458,64.150001526,64.150001526,62,23
12/03/2018 13:30:00,1183300,87.389999390,86.319999695,86.410003662,86.410003662,86.730003357,222
09/10/2018 13:30:00,765100,102.970001221,99.239997864,101.360000610,101.360000610,100.559997559,369
07/08/2017 13:30:00,1561000,71.400001526,70.059997559,70.620002747,70.620002747,71.050003052,73
28/04/2017 13:30:00,585300,53.880001068,53.220001221,53.680000305,53.680000305,53.430000305,4
15/04/2019 13:30:00,596600,126.610000610,124.139999390,125.849998474,125.849998474,124.489997864,497
25/05/2018 13:30:00,1125700,99.620002747,97.959999084,98.559997559,98.559997559,98.029998779,275
19/10/2018 13:30:00,599600,103.440002441,99.639999390,99.639999390,99.639999390,102.639999390,377
23/01/2018 14:30:00,722200,74.319999695,72.709999084,73.569999695,73.569999695,74.110000610,189
18/10/2017 13:30:00,325700,79.730003357,78.599998474,78.669998169,78.669998169,79.5,124
18/10/2018 13:30:00,541700,104.980003357,100.989997864,101.959999084,101.959999084,104.050003052,376
09/08/2017 13:30:00,1131700,70.300003052,68.540000916,69.860000610,69.860000610,69.110000610,75
05/10/2017 13:30:00,695900,77.300003052,76.029998779,76.900001526,76.900001526,76.410003662,115
04/01/2019 14:30:00,1499700,125.319999695,116.800003052,124.830001831,124.830001831,117.779998779,428
12/02/2019 14:30:00,2335000,126.169998169,121.5,125.779998779,125.779998779,121.75,454
21/05/2018 13:30:00,647600,95.580001831,93.620002747,93.790000916,93.790000916,95,271
24/07/2018 13:30:00,560100,112.419998169,107.569999695,108.319999695,108.319999695,112.029998779,315
09/08/2018 13:30:00,746100,104.449996948,100.760002136,103.669998169,103.669998169,101,327
08/06/2017 13:30:00,685500,63.270000458,61.599998474,63.189998627,63.189998627,62.090000153,32
29/08/2018 13:30:00,1138700,111.589996338,107.389999390,111.309997559,111.309997559,107.389999390,341
15/05/2018 13:30:00,544900,93.220001221,91.099998474,92.489997864,92.489997864,91.650001526,267
30/11/2018 14:30:00,1194700,125.5,122.279998779,124.639999390,124.639999390,122.5,406
29/11/2017 14:30:00,927000,70.919998169,68.370002747,68.959999084,68.959999084,70.919998169,153
27/11/2018 14:30:00,1013300,113.559997559,110.650001526,112.459999084,112.459999084,111.620002747,403
25/01/2018 14:30:00,970100,76.069999695,73.5,74.949996948,74.949996948,73.610000610,191
10/11/2017 14:30:00,685200,72.370002747,71.080001831,72.150001526,72.150001526,71.379997253,141
27/10/2017 13:30:00,660400,80.75,78.680000305,79.339996338,79.339996338,79.830001831,131
14/01/2019 14:30:00,803000,119.419998169,117.5,117.510002136,117.510002136,118.160003662,434
02/05/2017 13:30:00,1203100,54.849998474,53.650001526,54.779998779,54.779998779,54.159999847,6
15/12/2017 14:30:00,893000,71.010002136,69.209999084,70.629997253,70.629997253,69.559997559,165
01/08/2018 13:30:00,918300,106.980003357,105.120002747,106.139999390,106.139999390,106.410003662,321
29/06/2018 13:30:00,459400,98.669998169,97.089996338,97.75,97.75,97.730003357,299
27/04/2017 13:30:00,739100,54.130001068,53.349998474,53.479999542,53.479999542,53.799999237,3
27/02/2018 14:30:00,601000,83.949996948,81.760002136,81.760002136,81.760002136,83.449996948,213
06/06/2017 13:30:00,826400,62.970001221,61.799999237,61.970001221,61.970001221,61.959999084,30
09/02/2018 14:30:00,1140200,77.970001221,73.379997253,77.349998474,77.349998474,76.589996338,202
23/01/2019 14:30:00,1339700,124.099998474,120.459999084,121.139999390,121.139999390,121.260002136,440
06/08/2018 13:30:00,904300,104.870002747,102.639999390,103.940002441,103.940002441,102.639999390,324
01/04/2019 13:30:00,838600,129.610000610,126.230003357,129.429992676,129.429992676,129.110000610,487
22/03/2019 13:30:00,1578000,136.309997559,127.699996948,127.849998474,127.849998474,135.660003662,481
15/03/2018 13:30:00,561500,85.139999390,83.519996643,84.540000916,84.540000916,84.910003662,225
21/11/2018 14:30:00,804300,109.489997864,106.279998779,107.610000610,107.610000610,107.190002441,400
16/02/2018 14:30:00,1279600,84.629997253,81.199996948,82.150001526,82.150001526,83.319999695,207
22/05/2017 13:30:00,1249800,60.909999847,59.5,60.439998627,60.439998627,60.209999084,20
14/09/2017 13:30:00,601900,75.889999390,74.730003357,75.230003357,75.230003357,75.279998779,100
07/03/2019 14:30:00,835200,125.620002747,121.900001526,123.610000610,123.610000610,122.809997559,470
13/06/2018 13:30:00,745500,102.580001831,100.099998474,101.300003052,101.300003052,102.069999695,287
06/03/2018 14:30:00,874400,86.660003662,83.699996948,84.360000610,84.360000610,86,218
26/12/2018 14:30:00,841300,118.919998169,110.889999390,118.800003052,118.800003052,110.889999390,422
11/12/2018 14:30:00,985000,130.130004883,126.290000916,127.410003662,127.410003662,129.399993896,412
20/09/2018 13:30:00,619700,113.540000916,110.220001221,111.730003357,111.730003357,111.199996948,356
28/03/2018 13:30:00,749200,81.580001831,79.029998779,79.199996948,79.199996948,81.489997864,234
23/08/2017 13:30:00,439300,72,71.029998779,71.529998779,71.529998779,71.120002747,85
21/03/2019 13:30:00,661600,136.919998169,132.619995117,136.639999390,136.639999390,132.630004883,480
05/01/2018 14:30:00,537600,70.930000305,70.150001526,70.279998779,70.279998779,70.699996948,178
10/08/2017 13:30:00,1132700,69.819999695,67.419998169,67.970001221,67.970001221,69.5,76
14/06/2017 13:30:00,942800,62.939998627,61.119998932,62.119998932,62.119998932,62.369998932,36
30/11/2017 14:30:00,670400,70.559997559,68.870002747,70.300003052,70.300003052,69.199996948,154
19/03/2018 13:30:00,926000,83.089996338,81.139999390,82.559997559,82.559997559,82.790000916,227
04/09/2018 13:30:00,748200,114.440002441,111.180000305,114.050003052,114.050003052,111.430000305,344
06/03/2019 14:30:00,523200,125.589996338,122.010002136,123.099998474,123.099998474,123.980003357,469
23/05/2018 13:30:00,686800,95.860000610,93.319999695,95.819999695,95.819999695,93.319999695,273
26/09/2017 13:30:00,415400,74.699996948,73.180000305,73.830001831,73.830001831,74.220001221,108
17/10/2017 13:30:00,371200,79.040000916,78.360000610,79.019996643,79.019996643,78.410003662,123
05/03/2019 14:30:00,1063000,125,121.260002136,124.5,124.5,124.569999695,468
12/09/2018 13:30:00,583400,115.639999390,113,115.089996338,115.089996338,114.610000610,350
06/07/2017 13:30:00,767700,62.099998474,60.930000305,61.270000458,61.270000458,61.5,51
27/09/2018 13:30:00,559400,115.449996948,113.260002136,113.330001831,113.330001831,114.860000610,361
20/06/2018 13:30:00,636300,105.779998779,103.900001526,104.129997253,104.129997253,104.319999695,292
09/07/2018 13:30:00,434100,104.790000916,102.089996338,103.819999695,103.819999695,103.260002136,304
02/10/2018 13:30:00,752200,111.669998169,106.430000305,106.989997864,106.989997864,111.669998169,364
10/09/2018 13:30:00,1093800,115.540000916,111.809997559,112.510002136,112.510002136,115.220001221,348
02/08/2018 13:30:00,1431300,110.629997253,105.559997559,110.160003662,110.160003662,105.599998474,322
30/08/2018 13:30:00,574100,112.269996643,110.169998169,110.989997864,110.989997864,110.680000305,342
08/08/2018 13:30:00,882400,103.239997864,101.339996338,101.449996948,101.449996948,103.239997864,326
01/06/2018 13:30:00,1022900,99.75,98.120002747,98.529998779,98.529998779,98.900001526,279
22/01/2018 14:30:00,685400,74.660003662,73.430000305,74.419998169,74.419998169,73.970001221,188
08/11/2018 14:30:00,1899400,125.5,119.010002136,119.660003662,119.660003662,121.989997864,391
08/09/2017 13:30:00,656400,72.980003357,71.800003052,72.849998474,72.849998474,72.389999390,96
26/04/2017 13:30:00,591900,53.950000763,53.029998779,53.650001526,53.650001526,53.619998932,2
12/03/2019 13:30:00,813700,129.929992676,126.290000916,128.5,128.5,127.050003052,473
17/11/2017 14:30:00,858300,70.959999084,69.610000610,70.190002441,70.190002441,70.349998474,146
08/08/2017 13:30:00,973200,70.669998169,69.529998779,69.940002441,69.940002441,70.139999390,74
20/07/2018 13:30:00,438200,111.709999084,110.319999695,110.599998474,110.599998474,110.559997559,313
21/02/2018 14:30:00,644300,84.120002747,82.120002747,82.160003662,82.160003662,82.589996338,209
05/10/2018 13:30:00,1025500,107.730003357,102.739997864,105.699996948,105.699996948,105.690002441,367
11/10/2018 13:30:00,1545100,98.720001221,94.809997559,97.150001526,97.150001526,95.580001831,371
22/02/2019 14:30:00,1040300,133.139999390,130.529998779,132.869995117,132.869995117,130.660003662,461
17/05/2018 13:30:00,998200,94.839996338,92.080001831,93.489997864,93.489997864,92.080001831,269
13/09/2017 13:30:00,881600,76.269996643,75.330001831,75.410003662,75.410003662,75.629997253,99
12/04/2019 13:30:00,1150600,126.360000610,122.919998169,124,124,126.050003052,496
26/07/2018 13:30:00,421000,111.470001221,109.309997559,111.019996643,111.019996643,109.839996338,317
09/01/2018 14:30:00,433300,71.209999084,69.949996948,70.800003052,70.800003052,70.739997864,180
14/12/2018 14:30:00,651500,131.050003052,127.680000305,128.880004883,128.880004883,129.809997559,415
26/02/2018 14:30:00,651600,84.330001831,82.800003052,83.449996948,83.449996948,83.389999390,212
22/06/2018 13:30:00,1303500,100.580001831,96.629997253,97.180000305,97.180000305,100,294
26/11/2018 14:30:00,735000,113.209999084,108.860000610,112.529998779,112.529998779,111.319999695,402
26/03/2018 13:30:00,339800,84.269996643,82.230003357,84.239997864,84.239997864,82.660003662,232
31/05/2018 13:30:00,738700,99.800003052,98.660003662,98.870002747,98.870002747,99.319999695,278
25/09/2017 13:30:00,559200,75.870002747,73.269996643,73.889999390,73.889999390,75.580001831,107
14/11/2018 14:30:00,554600,116.339996338,111.760002136,112.459999084,112.459999084,114.550003052,395
30/10/2017 13:30:00,707000,80.139999390,79,79.529998779,79.529998779,79,132
24/01/2019 14:30:00,1455200,123.760002136,120.919998169,121.760002136,121.760002136,121.769996643,441
23/11/2018 14:30:00,217700,109.199996948,105.930000305,108.599998474,108.599998474,106.139999390,401
10/12/2018 14:30:00,742800,128.300003052,122.849998474,127.129997253,127.129997253,122.849998474,411
11/05/2018 13:30:00,633200,95.760002136,94.319999695,95,95,95.010002136,265
22/11/2017 14:30:00,959200,69.690002441,68.599998474,69.430000305,69.430000305,69.680000305,149
13/02/2018 14:30:00,829500,80.550003052,78.389999390,79.800003052,79.800003052,78.760002136,204
23/10/2018 13:30:00,497900,101.819999695,97.669998169,101.449996948,101.449996948,98.529998779,379
02/06/2017 13:30:00,650700,63,62.020000458,62.680000305,62.680000305,62.369998932,28
14/08/2018 13:30:00,515400,103.459999084,101.300003052,103.190002441,103.190002441,102.440002441,330
15/02/2018 14:30:00,782700,83.779998779,80.889999390,83.319999695,83.319999695,82.730003357,206
19/04/2018 13:30:00,727600,84.970001221,83.730003357,84.389999390,84.389999390,84.569999695,249
23/04/2018 13:30:00,869700,85.489997864,83.970001221,84.870002747,84.870002747,83.970001221,251
27/07/2017 13:30:00,701200,66.089996338,63.720001221,64.870002747,64.870002747,65.5,66
17/08/2018 13:30:00,1154600,100.800003052,98.199996948,98.540000916,98.540000916,100.800003052,333
22/10/2018 13:30:00,955900,101.5,98.099998474,100.739997864,100.739997864,100.120002747,378
08/05/2018 13:30:00,996700,93.709999084,90.309997559,93.099998474,93.099998474,90.629997253,262
29/12/2017 14:30:00,518100,70.410003662,69,69.199996948,69.199996948,70.239997864,174
28/01/2019 14:30:00,972500,128.119995117,125.550003052,125.959999084,125.959999084,127.25,443
27/03/2019 13:30:00,1006900,127.949996948,120.760002136,122.800003052,122.800003052,127.25,484
07/02/2019 14:30:00,1334300,123.949996948,119.809997559,121.540000916,121.540000916,123.099998474,451
26/05/2017 13:30:00,1204100,64.889999390,63.049999237,63.560001373,63.560001373,63.860000610,24
24/04/2017 13:30:00,1349500,54.569999695,53,53.979999542,53.979999542,54.360000610,0
19/07/2018 13:30:00,485100,111.199996948,110.290000916,110.459999084,110.459999084,110.949996948,312
11/07/2018 13:30:00,574700,106.720001221,104.300003052,106.290000916,106.290000916,105.290000916,306
27/04/2018 13:30:00,807700,84.260002136,82.769996643,84.089996338,84.089996338,83.680000305,255
09/10/2017 13:30:00,428700,77.769996643,77.150001526,77.650001526,77.650001526,77.440002441,117
10/04/2018 13:30:00,692800,79.319999695,77.319999695,78.860000610,78.860000610,78.970001221,242
20/02/2019 14:30:00,1716000,128.529998779,125.260002136,127.040000916,127.040000916,126.669998169,459
26/06/2017 13:30:00,925900,67.099998474,65.75,66.050003052,66.050003052,66.790000916,44
11/01/2018 14:30:00,1022900,74.580001831,73,73.699996948,73.699996948,73,182
21/12/2017 14:30:00,447000,70.900001526,70.260002136,70.75,70.75,70.489997864,169
30/01/2018 14:30:00,594000,77.25,75.580001831,76.059997559,76.059997559,76.019996643,194
08/02/2018 14:30:00,1345500,79.089996338,76.050003052,76.150001526,76.150001526,78.300003052,201
13/03/2019 13:30:00,941600,131.470001221,128.5,129.770004272,129.770004272,129.279998779,474
28/08/2017 13:30:00,492800,72.139999390,71.190002441,71.680000305,71.680000305,72,88
17/10/2018 13:30:00,451200,105.680000305,103.230003357,104.480003357,104.480003357,105,375
05/06/2018 13:30:00,793600,101.430000305,99.660003662,100.660003662,100.660003662,99.660003662,281
12/02/2018 14:30:00,975100,79.769996643,77.5,78.980003357,78.980003357,77.720001221,203
11/04/2018 13:30:00,578000,80.690002441,78.040000916,79.639999390,79.639999390,78.260002136,243
19/12/2017 14:30:00,627800,71.419998169,70.370002747,70.680000305,70.680000305,71.360000610,167
24/08/2018 13:30:00,1017400,108.669998169,103.489997864,107.980003357,107.980003357,103.639999390,338
30/06/2017 13:30:00,1232700,62.419998169,61.080001831,61.270000458,61.270000458,61.779998779,48
21/03/2018 13:30:00,586300,85.099998474,83.260002136,84.099998474,84.099998474,83.569999695,229
07/11/2017 14:30:00,2231300,71.930000305,69.809997559,70.269996643,70.269996643,71.529998779,138
30/01/2019 14:30:00,1177200,128.729995728,125.629997253,128.070007324,128.070007324,126.089996338,445
12/11/2018 14:30:00,1810000,113,107.919998169,110.900001526,110.900001526,113,393
10/05/2018 13:30:00,721700,95.779998779,93.180000305,94.989997864,94.989997864,93.239997864,264
02/04/2018 13:30:00,606200,80.699996948,78,78.540000916,78.540000916,80.510002136,236
02/08/2017 13:30:00,2118300,65.669998169,63.459999084,64.019996643,64.019996643,65.599998474,70
16/01/2019 14:30:00,1239600,124.099998474,116.730003357,117.879997253,117.879997253,123.849998474,436
04/12/2018 14:30:00,1517800,129.279998779,123.480003357,123.690002441,123.690002441,126.269996643,408
02/10/2017 13:30:00,401600,75.610000610,74.459999084,75.389999390,75.389999390,75.129997253,112
05/02/2019 14:30:00,1385200,133.740005493,131.369995117,132.960006714,132.960006714,132.410003662,449
19/09/2017 13:30:00,472600,76.300003052,75.059997559,75.569999695,75.569999695,76.129997253,103
