Tweet_Id,Text,Name,Screen_Name,Created_At,Favorites,Retweets,Language,Client,Tweet_Type,Media_Type,URLs,Hashtags,Mentions
221517271179345920,"07 Jul 2012: Water - 68.0F / 20.0C; Air - 64.0F / 17.8C. Scratch race, guess who won? Nice to see Connor back; Geoff has a nice scar",Serps Swimming Club,SerpsSwimClub,Sat Jul 07 08:13:27 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
222251802005995520,"09 Jul 2012: Water - 67.0F / 19.4C; Air - 61.0F / 16.1C. Lovely chocolate hob nobs. Well swum Nick at Calshott, good luck for the channel",Serps Swimming Club,SerpsSwimClub,Mon Jul 09 08:52:13 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
222263478570856449,Calshot Park 2km Event: http://t.co/8aQwRpiH http://t.co/l0gX3HCS,Serps Swimming Club,SerpsSwimClub,Mon Jul 09 09:38:39 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
222265672011493376,Swimming restrictions at the Serpentine during Olympics: http://t.co/GoCJkQk5 http://t.co/jaqX9NeO,Serps Swimming Club,SerpsSwimClub,Mon Jul 09 09:47:20 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
222603911356354560,10 Jul 2012: Water - 66.0F / 18.9C; Air - 65.0F / 18.3C. Steph has delayed concussion; Mike Olizar has shingles; Haydn forgot his goggles,Serps Swimming Club,SerpsSwimClub,Tue Jul 10 08:11:22 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
222992075564662785,Cassie Patten interview at the Serps: http://t.co/FlxSnigR http://t.co/jC0MrBxt,Serps Swimming Club,SerpsSwimClub,Wed Jul 11 09:53:50 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
222993279615123456,11 Jul 2012: Water - 66.0F / 18.9C; Air - 62.0F / 16.7C. Cassie Patten interviewed by Sky. Ted took the temp. Nick sent a message,Serps Swimming Club,SerpsSwimClub,Wed Jul 11 09:58:35 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
223330750894850048,"12 Jul 2012: Water - 64.0F / 17.8C; Air - 67.0F / 19.4C. Lots of cup cakes from Nick, has he had a pay rise? No sign of the weed muncher",Serps Swimming Club,SerpsSwimClub,Thu Jul 12 08:19:34 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
223695514858815488,13 Jul 2012: Water - 65.0F / 18.3C; Air - 66.0F / 18.9C. Ladder is back; Robin did some painting; Peter Impey got a present,Serps Swimming Club,SerpsSwimClub,Fri Jul 13 08:29:01 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
223787732038729728,"\""Weed Muncher\"" in the Serps: http://t.co/kiyJAQms http://t.co/SuoQdSyj",Serps Swimming Club,SerpsSwimClub,Fri Jul 13 14:35:29 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
224111213615919105,"14 Jul 2012: Water - 64.0F / 17.8C; Air - 64.0F / 17.8C. B2B won by Andrew, backstroke; Nick and Sakura both won the Great river race",Serps Swimming Club,SerpsSwimClub,Sat Jul 14 12:00:51 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
224785493441785856,16 Jul 2012: Water - 64.0F / 17.8C; Air - 62.0F / 16.7C. Nick says we have 75 followers. Good Morning to you all. Weed Muncher out today,Serps Swimming Club,SerpsSwimClub,Mon Jul 16 08:40:12 +0000 2012,1,1,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
225142896284794880,17 Jul 2012: Water - 64.0F / 17.8C; Air - 69.0F / 20.6C. The sun was out; Muncher still munching; Matthew was ill; Eric said Good Morning,Serps Swimming Club,SerpsSwimClub,Tue Jul 17 08:20:24 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
225508500363673601,18 Jul 2012: Water - 64.0F / 17.8C; Air - 65.0F / 18.3C. Olympic restrictions have started. Nice to see Duff back after his operation,Serps Swimming Club,SerpsSwimClub,Wed Jul 18 08:33:10 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
225875798320615424,"19 Jul 2012: Water - 64.0F / 17.8C; Air - 65.0F / 18.3C. Colin tried to get a suntan, Nick drank some water, Frances did a dive",Serps Swimming Club,SerpsSwimClub,Thu Jul 19 08:52:41 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
226233379828416512,"20 Jul 2012: Water - 64.0F / 17.8C; Air - 62.0F / 16.7C. Warmer next week? Boris swims to France on Sunday, Kirsty goes Wednesday",Serps Swimming Club,SerpsSwimClub,Fri Jul 20 08:33:35 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
228786375569309696,"27 Jul 2012: Water - 72.0F / 22.2C; Air - 68.0F / 20.0C. I\'m back. What a  week. 4 Serpers swam to France: Nick, Boris, Kristie, Dierdre",Serps Swimming Club,SerpsSwimClub,Fri Jul 27 09:38:17 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
229140982472536064,28 Jul 2012: Water - 71.0F / 21.7C; Air - 66.0F / 18.9C. What a ceremony that was last night. Race won by Eric (who missed his mark)!!,Serps Swimming Club,SerpsSwimClub,Sat Jul 28 09:07:22 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
229862244685594624,30 Jul 2012: Water - 70.0F / 21.1C; Air - 68.0F / 20.0C. Stuart interviewed by CNN; Frances told us about being in the opening ceremony,Serps Swimming Club,SerpsSwimClub,Mon Jul 30 08:53:24 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
230224804815450113,"31 Jul 2012: Water - 68.0F / 20.0C; Air - 58.0F / 14.4C. Welcome to Aaron Peirsol, world 100m backstroke record holder - he swims nicely!",Serps Swimming Club,SerpsSwimClub,Tue Jul 31 08:54:05 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
230586590106370048,"01 Aug 2012: Water - 68.0F / 20.0C; Air - 68.0F / 20.0C. There are now 14 power boats on the lake, all with &gt;50hp engines.",Serps Swimming Club,SerpsSwimClub,Wed Aug 01 08:51:41 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
230957597484793856,"02 Aug 2012: Water - 68.0F / 20.0C; Air - 72.0F / 22.2C. The first 10km swimmers from Sth Africa were training, blimey are they fast!!",Serps Swimming Club,SerpsSwimClub,Thu Aug 02 09:25:56 +0000 2012,0,1,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
232399346870661120,03 Aug 2012: Water - 67.0F / 19.4C; Air - 65.0F / 18.3C. Getting ready for tomorrow\'s Ladies\' Triathlon,Serps Swimming Club,SerpsSwimClub,Mon Aug 06 08:54:56 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
232399368555225088,04 Aug 2012: Water - 68.0F / 20.0C; Air - 70.0F / 21.1C. Ladies Triathlon,Serps Swimming Club,SerpsSwimClub,Mon Aug 06 08:55:01 +0000 2012,0,0,French,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
232399383843454977,05 Aug 2012: Water - 68.0F / 20.0C; Air - 68.0F / 20.0C. John\'s relay team swam to France. Fabik and Tullio swam Zurich in under 9 hours,Serps Swimming Club,SerpsSwimClub,Mon Aug 06 08:55:05 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
232777365799960576,07 Aug 2012: Water - 69.0F / 20.6C; Air - 70.0F / 21.1C. Guesstimates. Today is the Men\'s Triathlon,Serps Swimming Club,SerpsSwimClub,Tue Aug 07 09:57:03 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
234711298900914176,"12 Aug 2012: Water - 71.0F / 21.7C; Air - F / C. Serps open again after all the Olympic excitement, but no Serpers as medallists",Serps Swimming Club,SerpsSwimClub,Sun Aug 12 18:01:49 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
234936741356781568,13 Aug 2012: Water - 70.0F / 21.1C; Air - 68.0F / 20.0C. All back to normal (it\'s Monday so few swimmers). Good luck to Tori,Serps Swimming Club,SerpsSwimClub,Mon Aug 13 08:57:38 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
235298414647185408,"14 Aug 2012: Water - 70.0F / 21.1C; Air - 68.0F / 20.0C. Buoys back in place, some with Olympic weights. Congrats to Tori for yesterday",Serps Swimming Club,SerpsSwimClub,Tue Aug 14 08:54:48 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
235728912590725122,15 Aug 2012: Water - 70.0F / 21.1C; Air - 74.0F / 23.3C. Nick got a Serps cap; Tori had a big smile; Alan had a talkative T-shirt,Serps Swimming Club,SerpsSwimClub,Wed Aug 15 13:25:27 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
236010911566016513,16 Aug 2012: Water - 70.0F / 21.1C; Air - 68.0F / 20.0C. Interesting conversation about weight gain (and then loss) for Channel swimmers,Serps Swimming Club,SerpsSwimClub,Thu Aug 16 08:06:00 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
236377960704262144,17 Aug 2012: Water - 70.0F / 21.1C; Air - 68.0F / 20.0C. Very smelly and noisy in the changing room; no milk. Will/MarkFW swam 2km,Serps Swimming Club,SerpsSwimClub,Fri Aug 17 08:24:32 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
236747116062576640,"18 Aug 2012: Water - 70.0F / 21.1C; Air - 74.0F / 23.3C. Will won the race. Many new members, Olympic legacy or just the gorgeous sun?",Serps Swimming Club,SerpsSwimClub,Sat Aug 18 08:51:25 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
237470188931526656,20 Aug 2012: Water - 72.0F / 22.2C; Air - 68.0F / 20.0C. Apparently over 200 people in the Lido yesterday; nice and quiet this morning,Serps Swimming Club,SerpsSwimClub,Mon Aug 20 08:44:39 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
237824403856031744,"21 Aug 2012: Water - 72.0F / 22.2C; Air - 68.0F / 20.0C. Dani found the \""lost\"" weight; Matthew moved a buoy; Cameron swam with Jess",Serps Swimming Club,SerpsSwimClub,Tue Aug 21 08:12:11 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
238205636935032832,22 Aug 2012: Water - 70.0F / 21.1C; Air - 62.0F / 16.7C. James on warden duty; Ron made some tea; Rod borrowed œ10 from John,Serps Swimming Club,SerpsSwimClub,Wed Aug 22 09:27:04 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
238555071628075008,23 Aug 2012: Water - 69.0F / 20.6C; Air - 62.0F / 16.7C. Some pretty girls smiled at (lucky) me and I had a crash with Will,Serps Swimming Club,SerpsSwimClub,Thu Aug 23 08:35:35 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
238912290890600449,24 Aug 2012: Water - 69.0F / 20.6C; Air - 64.0F / 17.8C. Yesterday: Good work in the Channel; excellent turnout for the Thames swim,Serps Swimming Club,SerpsSwimClub,Fri Aug 24 08:15:03 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
239293065553125376,25 Aug 2012: Water - 68.0F / 20.0C; Air - 64.0F / 17.8C. Raining so it must be the Bank Holiday weekend. Telegraph race so no winners,Serps Swimming Club,SerpsSwimClub,Sat Aug 25 09:28:07 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
240367955215515648,28 Aug 2012: Water - 68.0F / 20.0C; Air - 60.0F / 15.6C. How nice to see so many smiling faces on a lovely sunny day,Serps Swimming Club,SerpsSwimClub,Tue Aug 28 08:39:21 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
240727190134722562,29 Aug 2012: Water - 68.0F / 20.0C; Air - 64.0F / 17.8C. A slightly bearded Boris talked about websites and George talked about Hungary.,Serps Swimming Club,SerpsSwimClub,Wed Aug 29 08:26:49 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
241102419923181568,"30 Aug 2012: Water - 66.5F / 19.2C; Air - 62.0F / 16.7C. Sun then rain! Dani was warden. Boris did some \""butterfly\"".",Serps Swimming Club,SerpsSwimClub,Thu Aug 30 09:17:51 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
241457636372004864,31 Aug 2012: Water - 62.5F / 16.9C; Air - 51.0F / 10.6C. Nora sat on a chair. Nick said we have 91 followers. Hello to you all.,Serps Swimming Club,SerpsSwimClub,Fri Aug 31 08:49:21 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
241819559638757376,01 Sep 2012: Water - 64.0F / 17.8C; Air - 62.0F / 16.7C. Huge turnout for G Brutton race won by Anna. Cyril made a presentation to Ron,Serps Swimming Club,SerpsSwimClub,Sat Sep 01 08:47:30 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
242920159814225920,04 Sep 2012: Water - 65.0F / 18.3C; Air - 64.0F / 17.8C. We need some wardening as lots of non members swimming. Volunteers please,Serps Swimming Club,SerpsSwimClub,Tue Sep 04 09:40:53 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
243263960676175872,05 Sep 2012: Water - 65.0F / 18.3C; Air - 59.0F / 15.0C. Same temperatures as 2010 and 2011. Very well done to Rob\'s swim to France,Serps Swimming Club,SerpsSwimClub,Wed Sep 05 08:27:02 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
243623555965779969,06 Sep 2012: Water - 65.0F / 18.3C; Air - 56.0F / 13.3C. We decided that Ellie Simmonds swims faster than most Serpers. Well done Ellie,Serps Swimming Club,SerpsSwimClub,Thu Sep 06 08:15:56 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
243990954250489856,07 Sep 2012: Water - 64.0F / 17.8C; Air - 58.0F / 14.4C. Matthew recited a limerick; Andrew (Deeley) asked Frances a question,Serps Swimming Club,SerpsSwimClub,Fri Sep 07 08:35:51 +0000 2012,0,1,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
245147257706536961,10 Sep 2012: Water - 64.0F / 17.8C; Air - 58.0F / 14.4C. Great news about Nick/Sakura. Kevin swam to France and half way back,Serps Swimming Club,SerpsSwimClub,Mon Sep 10 13:10:35 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
245438482405810176,11 Sep 2012: Water - 65.0F / 18.3C; Air - 60.0F / 15.6C. Happy Birthday Jenny. Steff said Good bye. Mark overslept. Rob talked,Serps Swimming Club,SerpsSwimClub,Tue Sep 11 08:27:48 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
