Longitude,Latitude,Fellow Artists,Artist,Concert Date,Concert,Venue,Location,Hometown,Home Longitude,Home Latitude
144.943309,-37.806804,,Ed Sheeran,06/03/2013,Ed Sheeran / Passenger / Gabrielle Aplin,Festival Hall,"West Melbourne, VIC",Framlingham,1.34234,52.222283
-81.239604,42.984385,,Ed Sheeran,05/06/2015,X,Budwesier Gardens,"London, ON",Framlingham,1.34234,52.222283
-73.946298,40.679985,Felice Brothers,Ben Howard,06/02/2013,Mumford & Sons / Felice Brothers / Ben Howard,Barclays Center,"Brooklyn, NY",Totnes,-3.685109,50.434792
-3.177625,51.481448,Anne Marie,Ed Sheeran,22/06/2018,Ed Sheeran / Jamie Lawson / Anne Marie,Principality Stadium,"Cardiff,",Framlingham,1.34234,52.222283
-122.442743,47.252700,,Ed Sheeran,29/07/2017,Ed Sheeran / James Blunt,Tacoma Dome,"Tacoma, WA",Framlingham,1.34234,52.222283
-113.513258,53.543025,Rixton,Ed Sheeran,14/06/2015,Ed Sheeran / Rixton,Rexall Place,"Edmonton, AB",Framlingham,1.34234,52.222283
,,Owl City,Ed Sheeran,04/12/2012,3OH!3 / Cher Lloyd / Owl City / Calvin Harris / Afrojack / Ed Sheeran,,,Framlingham,1.34234,52.222283
-83.239172,42.687391,Rudimental,Ed Sheeran,17/09/2014,Rudimental / Ed Sheeran,The Palace of Auburn Hills,"Auburn Hills, MI",Framlingham,1.34234,52.222283
-80.196168,25.760712,James Blunt,Ed Sheeran,30/08/2017,Ed Sheeran / James Blunt,AmericanAirlines Arena,"Miami, FL",Framlingham,1.34234,52.222283
-117.168317,32.715551,,Ed Sheeran,23/06/2015,Ed Sheeran / Rixton,Valley View Casino Center,"San Diego, CA",Framlingham,1.34234,52.222283
1.152585,52.184132,,Ed Sheeran,14/07/2016,Latitude 2016,Henham Park,"Suffolk, UK",Framlingham,1.34234,52.222283
-2.242669,53.480276,Anne Marie,Ed Sheeran,22/04/2017,Ed Sheeran / Anne Marie,Manchester Arena,Manchester UK,Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ed Sheeran,04/07/2014,Philly 4th of July Jam,Benjamin Franklin Parkway,"Philadelphia, PA",Framlingham,1.34234,52.222283
144.982644,-37.864509,,Ben Howard,30/07/2014,Ben Howard / Nick Mulvey,Palais Theatre,"Saint Kilda, VIC",Totnes,-3.685109,50.434792
-71.243295,42.064948,Anne-Marie,Ed Sheeran,15/09/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
4.694107,50.971290,,Ben Howard,05/07/2013,Ben Howard,Rock Werchter,"Werchter, Belgium",Totnes,-3.685109,50.434792
-115.154230,36.166453,,Ed Sheeran,20/09/2014,iHeartRadio Music Festival,MGM Grand Garden Arena,"Las Vegas, NV",Framlingham,1.34234,52.222283
5.336827,50.930999,,Ed Sheeran,15/08/2014,Pukkelpop,Kempische Steenweg,"Hasselt, Belgium",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ed Sheeran,07/06/2014,Pinkpop 2014,Megaland,"Landgraaf, Netherlands",Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ed Sheeran,23/09/2012,Ed Sheeran / Passenger,River Stage at Great Plaza,"Philadelphia, PA",Framlingham,1.34234,52.222283
-79.394668,43.654563,Snow Patrol,Ed Sheeran,31/08/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Rogers Centre,"Toronto, ON",Framlingham,1.34234,52.222283
101.691225,3.059068,,Ed Sheeran,14/11/2017,2018 Divide Tour,Axiata Arena,Bukit Jalil,Framlingham,1.34234,52.222283
-78.477599,38.028447,,Ed Sheeran,14/09/2013,Taylor Swift / Ed Sheeran,John Paul Jones Arena,"Charlottesville, VA",Framlingham,1.34234,52.222283
-1.622572,54.977101,Rizzle Kicks,Ed Sheeran,15/10/2011,Ed Sheeran / Rizzle Kicks / Mikill Pane,Northumbria University Students Union,"Newcastle Upon Tyne,",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ben Howard,01/06/2015,Ben Howard,Margaret Court Arena/outside Courts,"Melbourne, VIC",Totnes,-3.685109,50.434792
5.336827,50.930999,,Ed Sheeran,15/08/2014,Ed Sheeran,Pukkelpop,"Hasselt, Belgium",Framlingham,1.34234,52.222283
-111.896487,40.760286,,Ed Sheeran,28/04/2012,Snow Patrol / Ed Sheeran,The Depot,"Salt Lake City, UT",Framlingham,1.34234,52.222283
-118.250767,34.052391,,Ed Sheeran,23/08/2013,Red Tour,Staples Center,"Los Angeles, CA",Framlingham,1.34234,52.222283
-78.641050,35.779027,,Ed Sheeran,13/09/2013,Ed Sheeran / Taylor Swift,PNC Arena,"Raleigh, NC",Framlingham,1.34234,52.222283
-75.173719,39.953464,Bridgit Mendler,Ed Sheeran,05/12/2012,Justin Bieber / PSY / Cher Lloyd / Ed Sheeran / The Wanted / OneRepublic / Bridgit Mendler / Karmin / Olly Murs,Wells Fargo Center,"Philadelphia, PA",Framlingham,1.34234,52.222283
-80.325977,26.150822,Flo Rida,Ed Sheeran,08/12/2012,Flo Rida / Enrique Iglesias / Kesha / Megan & Liz / Neon Trees / Afrojack / OneRepublic / Ed Sheeran / Karmin / Cher Lloyd / PSY / Zedd / Fun. / Austin Mahone,BB&T Center,"Sunrise, FL",Framlingham,1.34234,52.222283
-73.946298,40.679985,,Ed Sheeran,30/09/2017,Ed Sheeran / James Blunt,Barclays Center,"Brooklyn, NY",Framlingham,1.34234,52.222283
-6.257303,53.349187,The Vaccines,Ben Howard,14/07/2013,Mumford & Sons / Edward Sharpe & The Magnetic Zeros / The Vaccines / Ben Howard,Phoenix Park,"Dublin,",Totnes,-3.685109,50.434792
115.892358,-31.954034,,Ed Sheeran,05/04/2015,Multiply Tour,Perth Arena,"Perth, WA",Framlingham,1.34234,52.222283
-122.419722,37.776648,Hedley,Ed Sheeran,30/09/2012,Zen 2012 / Alanis Morissette / Matt Nathanson / Ed Sheeran / Phillip Phillips / Tristan Prettyman / Hedley,"Sharon Meadow, Golden Gate Park","San Francisco, CA",Framlingham,1.34234,52.222283
-77.038258,38.907194,Passenger,Ed Sheeran,22/09/2012,Ed Sheeran / Passenger,9:30 Club,"Washington, D.C.",Framlingham,1.34234,52.222283
-81.702427,41.497357,,Ed Sheeran,25/04/2013,Taylor Swift / Ed Sheeran,Quicken Loans Arena,"Cleveland, OH",Framlingham,1.34234,52.222283
151.201265,-33.874693,,Ed Sheeran,01/03/2013,Ed Sheeran,Sydney Entertainment Centre,"Darling Harbour, NSW",Framlingham,1.34234,52.222283
-73.988863,40.745820,Michael Kiwanuka,Ben Howard,29/07/2013,Ben Ho­ward / Michael Kiwanuka,"SummerStage, Central Park","New York, NY",Totnes,-3.685109,50.434792
-73.946298,40.679985,Mumford & Sons,Ben Howard,06/02/2013,Mumford & Sons / Felice Brothers / Ben Howard,Barclays Center,"Brooklyn, NY",Totnes,-3.685109,50.434792
-75.121151,39.925640,Mumford & Sons,Ben Howard,16/02/2013,Mumford & Sons / Haim / Ben Howard,Susquehanna Bank Center,"Camden, NJ",Totnes,-3.685109,50.434792
11.574047,48.134539,,Ben Howard,28/11/2014,Ben Howard,"Zenith, Die Kulturhalle","Munich, DE",Totnes,-3.685109,50.434792
-118.250767,34.052391,,Ed Sheeran,27/08/2014,x Tour,Staples Center,"Los Angeles, CA",Framlingham,1.34234,52.222283
-122.419722,37.776648,,Ed Sheeran,04/12/2014,Ed Sheeran,"Scottish Rite Cathedral Theatre, Masonic Temple","San Francisco, CA",Framlingham,1.34234,52.222283
-122.419722,37.776648,Anne-Marie,Ed Sheeran,21/08/2018,Ed Sheeran / Snow Patrol / Anne-Marie,AT&T Park,"San Francisco, CA",Framlingham,1.34234,52.222283
4.694107,50.971290,,Ben Howard,04/07/2013,Rock Werchter 2013,Unknown venue,"Werchter,",Totnes,-3.685109,50.434792
-73.988863,40.745820,Snow Patrol,Ed Sheeran,13/04/2012,Snow Patrol / Ed Sheeran,Terminal 5,"New York, NY",Framlingham,1.34234,52.222283
-97.138362,49.893482,,Ed Sheeran,22/06/2013,Red Tour,Investors Group Field,"Winnipeg, MB",Framlingham,1.34234,52.222283
-71.243295,42.064948,,Ed Sheeran,26/07/2013,Red Tour,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
4.898671,52.369580,Saint Raymond,Ed Sheeran,03/11/2014,Ed Sheeran / Saint Raymond,Ziggo Dome,"Amsterdam, Netherlands",Framlingham,1.34234,52.222283
-79.394668,43.654563,,Ed Sheeran,31/08/2018,Ed Sheeran,Rogers Centre,"Toronto, ON",Framlingham,1.34234,52.222283
-118.250767,34.052391,,Ed Sheeran,18/11/2015,Shining A Light,Shrine Auditorium,"Los Angeles, CA",Framlingham,1.34234,52.222283
-118.250767,34.052391,Colbie Caillat,Ed Sheeran,16/06/2014,Demi Lovato / Colbie Caillat / Ed Sheeran / Andy Grammer,Hollywood Bowl,"Los Angeles, CA",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,13/04/2013,The Artists Den,New York Society for Ethical Culture,"New York, NY",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ed Sheeran,07/06/2014,Pinkpop 2014,Pinkpop Festival,"Landgraaf, Netherlands",Framlingham,1.34234,52.222283
-79.994914,40.439697,,Ed Sheeran,29/09/2018,Ed Sheeran / Snow Patrol / Anne-Marie,PNC Park,"Pittsburgh, PA",Framlingham,1.34234,52.222283
-2.242669,53.480276,Anne-Marie,Ed Sheeran,27/05/2018,Ed Sheeran / Anne-Marie / Jamie Lawson,Etihad Stadium,"Manchester,",Framlingham,1.34234,52.222283
-123.118713,49.283907,Austin Mahone,Ed Sheeran,29/06/2013,Taylor Swift / Ed Sheeran / Austin Mahone,BC Place Stadium,"Vancouver, BC",Framlingham,1.34234,52.222283
-112.197406,33.539176,,Ed Sheeran,29/05/2013,The Red Tour,Jobing.com Arena,"Glendale, AZ",Framlingham,1.34234,52.222283
144.963180,-37.807092,Conrad Sewell,Ed Sheeran,29/03/2015,Ed Sheeran / Jamie Lawson / Conrad Sewell,Rod Laver Arena,Melbourne,Framlingham,1.34234,52.222283
-97.138362,49.893482,Taylor Swift,Ed Sheeran,22/06/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Investors Group Field,"Winnipeg, MB",Framlingham,1.34234,52.222283
-4.254073,55.863624,,Ed Sheeran,30/10/2014,x Tour,SSE Hydro,Glasgow,Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ed Sheeran,23/09/2012,Ed Sheeran,River Stage at Great Plaza,"Philadelphia, PA",Framlingham,1.34234,52.222283
-122.419722,37.776648,,Ed Sheeran,23/06/2013,Alice Summerthing,"Sharon Meadow, Golden Gate Park","San Francisco, CA",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,10/03/2018,÷ World Tour,Etihad Stadium,"Melbourne, VIC",Framlingham,1.34234,52.222283
-81.484341,41.134946,,Ed Sheeran,18/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Blossom Music Center,"Cuyahoga Falls, OH",Framlingham,1.34234,52.222283
-84.144473,34.002978,Alex Clare,Ed Sheeran,13/12/2012,Jason Mraz / Ed Sheeran / Grace Potter / Alex Clare / Andy Grammer / Phillip Phillips,Infinite Energy Arena,"Duluth, GA",Framlingham,1.34234,52.222283
-82.451586,27.954319,Jamie Lawson,Ed Sheeran,10/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amalie Arena,"Tampa, FL",Framlingham,1.34234,52.222283
-84.509578,39.101508,Jamie Lawson,Ed Sheeran,17/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Riverbend Music Center,"Cincinnati, OH",Framlingham,1.34234,52.222283
-123.118713,49.283907,Tom Curren,Ben Howard,17/04/2013,Ben Howard / Tom Curren,Orpheum Annex Theatre,"Vancouver, BC",Totnes,-3.685109,50.434792
-85.763138,38.254158,James Blunt,Ed Sheeran,07/09/2017,Ed Sheeran / James Blunt,KFC Yum! Center,"Louisville, KY",Framlingham,1.34234,52.222283
4.898671,52.369580,Hiss Golden Messenger,Ben Howard,19/12/2014,Ben Howard / Hiss Golden Messenger,AFAS Live,"Amsterdam,",Totnes,-3.685109,50.434792
4.398090,51.221485,,Ed Sheeran,05/05/2017,Divide tour,Sportpaleis,"Antwerpen, Belgium",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,12/03/2018,Ed Sheeran / Missy Higgins / Bliss N Eso,Etihad Stadium,Melbourne,Framlingham,1.34234,52.222283
-87.603714,41.890135,,Ed Sheeran,10/08/2013,Ed Sheeran / Taylor Swift,Soldier Field,"Chicago, IL",Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ed Sheeran,01/05/2010,Camden Crawl 2010,"Various Venues, Camden Town","London, UK",Framlingham,1.34234,52.222283
-122.419722,37.776648,Zen 2012,Ed Sheeran,30/09/2012,Zen 2012 / Alanis Morissette / Matt Nathanson / Ed Sheeran / Phillip Phillips / Tristan Prettyman / Hedley,"Sharon Meadow, Golden Gate Park","San Francisco, CA",Framlingham,1.34234,52.222283
-81.702427,41.497357,Taylor Swift,Ed Sheeran,25/04/2013,Taylor Swift / Ed Sheeran,Quicken Loans Arena,"Cleveland, OH",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,31/05/2015,Ed Sheeran,Barclay's Center,"New York, NY",Framlingham,1.34234,52.222283
-97.118866,32.737495,Lauv,Ed Sheeran,27/10/2018,Ed Sheeran / Snow Patrol / Lauv,AT&T Stadium,"Arlington, TX",Framlingham,1.34234,52.222283
-81.378980,28.537773,,Ed Sheeran,04/05/2015,Chegg Music 101: Ed Sheeran,UCF Fairwinds Alumni Center,"Orlando, FL",Framlingham,1.34234,52.222283
-97.743912,30.264451,Ben Kweller,Ed Sheeran,06/05/2014,Ed Sheeran / Ben Kweller,Frank Erwin Center,"Austin, TX",Framlingham,1.34234,52.222283
5.356348,50.962551,,Ed Sheeran,15/08/2014,Pukkelpop 2014,Festivalterrein Kiewit,"Kiewit, Belgium",Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ed Sheeran,19/07/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Lincoln Financial Field,"Philadelphia, PA",Framlingham,1.34234,52.222283
-73.845163,40.718028,,Ed Sheeran,30/05/2015,Ed Sheeran,Forest Hills Stadium,"forest hills, ny",Framlingham,1.34234,52.222283
-2.242669,53.480276,Jamie Lawson,Ed Sheeran,27/05/2018,Ed Sheeran / Anne-Marie / Jamie Lawson,Etihad Stadium,"Manchester,",Framlingham,1.34234,52.222283
11.574047,48.134539,Jamie Lawson,Ed Sheeran,29/07/2018,Ed Sheeran / Jamie Lawson / Anne Marie,Olympiastadion,"Munich, Germany",Framlingham,1.34234,52.222283
144.963180,-37.807092,Rudimental,Ed Sheeran,06/12/2015,Ed Sheeran / Rudimental / Foy Vance / Passenger,AAMI Park,Melbourne,Framlingham,1.34234,52.222283
-84.509578,39.101508,Christina Perri,Ed Sheeran,17/09/2015,Ed Sheeran / Christina Perri,Riverbend Music Center,"Cincinnati, OH",Framlingham,1.34234,52.222283
7.082812,51.516724,,Ed Sheeran,23/07/2018,Ed Sheeran,Veltins-Arena,"Gelsenkirchen, Germany",Framlingham,1.34234,52.222283
-122.691520,45.515643,James Blunt,Ed Sheeran,30/07/2017,Ed Sheeran / James Blunt,The Moda Center,"Portland, OR",Framlingham,1.34234,52.222283
-84.509578,39.101508,,Ed Sheeran,25/01/2013,Plus Tour,Bogart's,"Cincinnati, OH",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,10/03/2018,Ed Sheeran / Missy Higgins,Etihad Stadium,"Melbourne, VIC",Framlingham,1.34234,52.222283
,,Cher Lloyd,Ed Sheeran,04/12/2012,3OH!3 / Cher Lloyd / Owl City / Calvin Harris / Afrojack / Ed Sheeran,,,Framlingham,1.34234,52.222283
-84.382869,33.747525,,Ed Sheeran,13/09/2015,Christina Perri / Ed Sheeran,Philips Arena,"Atlanta, GA",Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ed Sheeran,12/07/2015,Ed Sheeran / Passenger / OneRepublic,Wembley Stadium,"London, UK",Framlingham,1.34234,52.222283
-93.566944,44.903291,,Ed Sheeran,14/06/2012,Ed Sheeran,Maynards Restaurant,"Excelsior, MN",Framlingham,1.34234,52.222283
13.394609,52.523802,,Ben Howard,08/09/2018,Lollapalooza Berlin,OLYMPIASTADION BERLIN,"Berlin, Germany",Totnes,-3.685109,50.434792
-116.215498,33.720546,,Ben Howard,14/04/2013,Coachella 2013,Empire Polo Club,"Indio, CA",Totnes,-3.685109,50.434792
-83.051879,42.330650,,Ed Sheeran,27/09/2017,Divide World Tour,Little Caesars Arena,"Detroit, MI",Framlingham,1.34234,52.222283
-2.720114,51.147619,,Ben Howard,25/06/2015,Glastonbury Festival 2015,Glastonbury,"Glastonbury, UK",Totnes,-3.685109,50.434792
-77.307847,38.851968,,Ben Howard,14/02/2013,Mumford and Sons,"Patriot Center, George Mason University","Fairfax, VA",Totnes,-3.685109,50.434792
-121.894280,36.600424,,Ed Sheeran,14/06/2017,Ed Sheeran / Antonio Lulic,Auditorio Citibanamex,"Monterrey,",Framlingham,1.34234,52.222283
-73.803465,40.726231,,Ed Sheeran,28/05/2015,X Tour,Forest Hills Stadium,"Queens, NY",Framlingham,1.34234,52.222283
-71.243295,42.064948,,Ed Sheeran,25/07/2013,Ed Sheeran / Taylor Swift,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
-6.257303,53.349187,,Ben Howard,14/07/2013,Mumford & Sons / Edward Sharpe & The Magnetic Zeros / The Vaccines / Ben Howard,Phoenix Park,"Dublin,",Totnes,-3.685109,50.434792
-6.257303,53.349187,,Ed Sheeran,13/04/2017,Ed Sheeran,3Arena,"Dublin,",Framlingham,1.34234,52.222283
-97.743912,30.264451,,Ben Howard,02/10/2015,Austin City Limits Music Festival 2015,Austin City Limits,"Austin, TX",Totnes,-3.685109,50.434792
-79.394668,43.654563,,Ed Sheeran,06/06/2015,x,Air Canada Centre,"Toronto, ON",Framlingham,1.34234,52.222283
-117.168317,32.715551,,Ed Sheeran,12/02/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,Spreckels Theatre,"San Diego, CA",Framlingham,1.34234,52.222283
-116.215498,33.720546,,Ben Howard,19/04/2013,Coachella 2013 (Wk 2),Empire Polo Grounds,"Indio, CA",Totnes,-3.685109,50.434792
-86.767484,36.160444,,Ed Sheeran,06/10/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville,TN",Framlingham,1.34234,52.222283
